Unnamed: 0,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
689,12,Bai Ganyo The Journalist Bul,31,— Хубава работа! Бозаджии ще ставаме сега — обижда се Харсъзина.,"“Oh, terriﬁc. So now we’re going to become boza peddlers!” The Thug was insulted.","""Good job! We're going to be bozadjis now,"" Harsazina is offended.",— A fine thing! We’re going to become boza-sellers now — the Rogue says indignantly.,"— Nice work! So now we’re going to become boza sellers — Harsazina says, offended.",0.62813354,0.62465525,0.6516467
690,12,Bai Ganyo The Journalist Bul,32,"— Не бе, кардаш, не е работата за питието — името е важно; да речем само: „руски квас“! — ще се изпотрепат да тичат. Не си ли чул френците какво правят сега. Пара̀ удариха, пара̀ — нѐ шега!","“No, my friend. The hook isn’t the drink itself. It’s the name! All you have to say is ‘Russian kvass’ and people will be stampeding to try it. Haven’t you heard what the French are up to these days? They’ve made a killing on it, no joke!”","""No, Kardash, it's not about the drink—the name is important; let's just say: 'Russian kvass'!""—they'll start running. Haven't you heard what the French are doing now? They've hit the jackpot, the jackpot—it's no joke!""","— No, my friend, it’s not about the drink—the name is what matters; just say “Russian kvass” and they’ll be trampling each other to get some. Haven’t you heard what the French are doing now? They’ve struck it rich, made a fortune—it’s no joke!","— No, kardeš, it’s not about the drink — the name is what matters; let’s just say: “Russian kvass”! — they’ll kill themselves running for it. Haven’t you heard what the French are doing now? They’ve hit on a money-making trick, a real one — no joke!",0.82534546,0.8409492,0.83139575
691,12,Bai Ganyo The Journalist Bul,33,— Бошлаф. Аз не ща квас — заяви недоволен Данко.,"“That’s nonsense. I don’t want this kvass stuff,” stated Danko unhappily.","""Boshlaf. I don't want kvass,"" said Danko, dissatisfied.","— Nonsense. I don't want kvass — Danko stated, dissatisfied.","— Nonsense. I don’t want any yeast — said Danko, displeased.",0.8262576,0.9044031,0.672299
692,12,Bai Ganyo The Journalist Bul,34,— Ами какво искаш — пита го сърдито Дочоолу. — Я кажи да видим?,“What do you want us to do?” Dochoolu asked angrily. “Tell us what you have in mind!”,"""So what do you want?"" Dochoolu asks him angrily. ""Tell me, let's see?""","— Well, what do you want then? — Dochoolu asked him crossly. — Out with it, let’s see?","— Well, what do you want? — Docheolu asks him angrily. — Go on, tell us so we can see?",0.84004307,0.74628747,0.80206144
693,12,Bai Ganyo The Journalist Bul,35,— Да основем една банка! — изтърсва Данко Харсъзина.,“We should open a bank!” blurted out Danko the Thug.,"""Let's start a bank!"" Danko Harsazina blurts out.",— Let's start a bank! — blurted out Danko the Scoundrel.,— Let’s found a bank! — blurted out Danko Harsazina.,0.81373316,0.8963598,0.7916182
694,12,Bai Ganyo The Journalist Bul,36,— Ти си дурак!,“You’re an idiot!”,"""You are a fool!""",— You are a fool!,— You are a fool!,0.75426257,0.4169894,0.41698933
695,12,Bai Ganyo The Journalist Bul,37,— Защо?,“Why?”,"""Why?""",— Why?,— Why?,0.9735948,0.5098022,0.5098022
696,12,Bai Ganyo The Journalist Bul,38,— Оставете кавгите настрана — вмесва се бай Ганьо.,"“Quit your arguing,” Bai Ganyo cut in.","""Leave the quarrels aside,"" Uncle Ganyo intervenes.",— Put the quarrels aside — Bay Ganyo interjects.,— Leave the quarrels aside — interjects Bay Ganyo.,0.56955266,0.6263768,0.58414614
697,12,Bai Ganyo The Journalist Bul,39,— Защо да съм дурак! — продължава разгневен Данко и стреля кръвнишки погледи към Дочоолу.,"“Why am I an idiot?” continued Danko angrily, shooting a bloodthirsty glance at Dochoolu.","""Why should I be a fool!"" Danko continues angrily, shooting glares at Dochoolu.","— Why should I be a fool! — Danko continues, enraged, shooting murderous looks at Dochoolu.",— Why should I be a fool! — Dancho continues angrily and shoots murderous glances at Dochoolu.,0.83524686,0.82435596,0.7724904
698,12,Bai Ganyo The Journalist Bul,40,"— Е, млъкни сега, седни си. Кажи, какво имаш да кажеш, за банката.",“Be quiet now and sit down. Tell us what you have to say about the bank.”,"""Well, shut up now, sit down. Tell me what you have to say about the bank.""","— Well, shut up now, sit down. Tell me, what do you have to say about the bank.","— Well, now be quiet, sit down. Tell me, what do you have to say about the bank?",0.9592283,0.8072804,0.82254183
699,12,Bai Ganyo The Journalist Bul,41,"— Ама нека каже бе, джанъм, защо да съм дурак?","“Yeah, well, first make him tell me why I’m an idiot.”","""But let him say, my dear, why should I be a fool?""","— But let him say, my dear, why should I be a fool?","— But let him say it, janum, why would I be a fool?",0.6101198,0.525198,0.4572299
700,12,Bai Ganyo The Journalist Bul,42,"— Банка ще ми основава! Туй чева не е попара да я изсърбаш — ръмжи под мустак Дочоолу, смутен от погледите и застрашителния тон на Данка. — Попара ли е туй — банка!","“He wants to open a bank! That’s not just gravy that you can slurp up!” muttered Dochoolu under his breath, upset by Danko’s glower and menacing tone. “So a bank is gravy, is it?”","""He's going to found a bank for me! This is not a scam to steal,"" Dochoolu growls under his breath, embarrassed by Danka's looks and threatening tone. ""Is this a scam - a bank!""","— He’s going to start a bank! This isn’t like slurping up a bowl of popara — Dochoolu growls under his mustache, unsettled by the looks and Danko’s threatening tone. — Is a bank popara!","— A bank is going to set me up! This thing isn’t popara for you to slurp up — mutters Docholuu under his breath, unsettled by Danka’s looks and threatening tone. — Is this popara — a bank!",0.79084504,0.7511016,0.69408554
701,12,Bai Ganyo The Journalist Bul,43,— Попара е зер! — реве Харсъзина.,"“Of course it’s gravy,” roared Danko the Thug.","""Popara is a zer!"" roars the Harsazina.","— It’s popara, indeed! — bellows the Scoundrel.",— Popara is great! — roared Harsazina.,0.27000183,0.33289295,0.2991786
702,12,Bai Ganyo The Journalist Bul,44,— Как така попара? Отде-накъде да е попара — зъби се Дочоолу.,"“What do you mean, gravy? Where do you get gravy from?” snarled Dochoolu.","""How come it's so hot? It's so hot from somewhere,"" Dochoolu sneered.","— What do you mean, popara? Why on earth should it be popara? — Dochooolu snarls.",— How come “popara”? Why on earth should it be “popara”? — Dochoolu bared his teeth.,0.5814184,0.46700686,0.38803005
703,12,Bai Ganyo The Journalist Bul,45,"— Млъкнете бе, хора. Затуй ли сме се събрали — успокоява ги бай Ганьо. — Дочоолу, седни на мястото си.","“Shut up, all of you. We did’nt come here for this!” Bai Ganyo tried to smooth their ruffled feathers. “Dochoolu, sit down.”","""Shut up, people. That's why we're here,"" Uncle Ganyo calms them down. ""Son, sit down.""","— Shut up, you people! Is this why we’ve gathered? — Bay Ganyo calms them. — Dochooolu, sit down in your place.","— Be quiet, people. Is that why we’ve gathered here? — Bay Ganyo calms them down. — Dochoolu, sit down in your place.",0.5823151,0.70560956,0.7191074
704,12,Bai Ganyo The Journalist Bul,46,— Ама отде-накъде да бъде попара?,“But where does he get gravy from?”,"""But where could the steam come from?""",— But why on earth should it be popara?,— But why on earth should it be popara?,0.5958712,0.10613443,0.10613443
705,12,Bai Ganyo The Journalist Bul,47,"От дума на дума работата кабардисала; Данко Харсъзина, както го знаете, налита на бой, па и Дочоолу не си поплюва — ще се изтрепят, хеле бай Ганьо отсам-оттатък — успокоил ги.","So one word led to another, and it seemed the whole thing was getting out of control. As you know, Danko the Thug is always spoiling for a fight, and Dochoolu wasn’t taking any of his guff. They would have come to blows, but Bai Ganyo, conceding a little to one and then a little to the other, finally managed to calm them down.","Word after word, things got out of hand; Danko Harsazina, as you know, is rushing into battle, and even Dochoolu doesn't give a damn - they'll get into a fight, but Ganyo from here and there calmed them down.","One thing led to another and the situation escalated; Danko the Rogue, as you know, is quick to come to blows, and Dochoolu is not one to back down either—they were going to kill each other, until finally Bay Ganyo, bustling between them, calmed them down.","Word by word, the matter had come to a boil; Danko the Rascal, as you know him, is ready to start a fight, and Dochoolu is no slouch either — they’ll kill each other, especially with Bay Ganyo on this side and that — he calmed them down.",0.8101605,0.8270495,0.8418527
706,12,Bai Ganyo The Journalist Bul,48,"Данко си сядва на мястото и почва да излага своя план за основаванието на една банка. „Работата е лесна — ще издадем за пет-десет милиона акции, ще приберем парата, на тогоз назаем, на оногоз назаем, разбира се, с добра лихва, на търговци, на общини, па ако се намери правителството натясно — и нему някой и други милион. Ами! Ще речем да напишат един устав, половината кяр за нас, половината за акционерите. Башка — акции ще си задържим, пари я вложим, я не. Ти, бай Ганьо, си влиятелен човек, ще се изкашляш на две три капии и свършено!“","So Danko sits down and begins to lay out his plan for founding a bank. “It’s a piece of cake. We’ll sell five or ten million levs’ worth of shares, we’ll get the cash, and we’ll start passing out loans right and left, at a good interest rate, of course. We’ll lend to merchants and to municipalities, and if the government finds itself in a tight spot, we’ll give a million or so to it, too. And there you have it! We’ll have the statutes drawn up so that one-half of the profit would be for us, the other half for the shareholders. What’s more, we’ll keep some shares for ourselves, whether we invest any money in it or not. Bai Ganyo, you’re an influential man. Just knock on a couple of doors, and it’s all set!”","Danko sits down and begins to outline his plan for founding a bank. ""The job is easy—we'll issue five or ten million shares, raise the money, borrow from this one, borrow from that one, of course, at a good interest rate, from merchants, from municipalities, and if the government is in trouble—give it another million. Well! We'll tell them to write a charter, half the money for us, half for the shareholders. Otherwise—we'll keep the shares, invest the money, not the rest. You, Uncle Ganyo, are an influential man, you'll cough up the money in two or three days and that's it!""","Danko takes his seat and begins to lay out his plan for founding a bank. “It’s a simple matter—we’ll issue five or ten million in shares, rake in the cash, lend to this one, lend to that one—with a good interest rate, of course—to merchants, to municipalities, and if the government finds itself in a pinch, we’ll toss them a million or two as well. Exactly! We’ll have them draw up some bylaws: half the profit for us, half for the shareholders. Besides, we’ll keep some shares for ourselves—whether we actually put in any money or not. You, Bai Ganyo, are an influential man; you’ll clear your throat at two or three high offices, and it’s a done deal!”","Danko sits down in his place and begins laying out his plan for founding a bank. “The job is easy — we’ll issue five to ten million shares, pocket the money, lend it to this one, lend it to that one, of course at a good interest rate, to merchants, to municipalities, and if the government ever finds itself in a tight spot — we’ll lend it a million or two as well. Why not! Let’s say they draw up some bylaws, half the profit for us, half for the shareholders. On top of that — we’ll keep some shares for ourselves, whether we invest any money or not. You, Bay Ganyo, are an influential man, you’ll just cough at two or three gates and it’s done!”",0.92087084,0.9757136,0.940099
707,12,Bai Ganyo The Journalist Bul,49,"— Не е за твоите уста лъжица тая работа, има от тебе по-ербап хора, нека те я измътят, па ний ще си проврем гагите — заявява наставнически бай Ганьо.","“Don’t bite off more than you can chew! There are people who are better at this sort of thing than you are. Let them start up the business, and then we’ll skim some off the top,” said Bai Ganyo didactically.","""This is not for you, there are people better than you, let them figure it out, and then we'll get our asses kicked,"" says Ganyo, in a mentoring tone.","— This business is not for the likes of you; there are more capable men than you, let them hatch it, and then we’ll stick our beaks in — Bay Ganyo states patronizingly.","— This job is not a spoon for your mouth; there are more capable people than you, let them hatch it out, and then we’ll poke our beaks in — declares Uncle Ganyo in a patronizing tone.",0.46589327,0.48986232,0.4824712
708,12,Bai Ganyo The Journalist Bul,50,Гочоолу и Дочоолу клатят одобрително главите си.,Gochoolu and Dochoolu nodded their heads in agreement.,Gochoolu and Dochoolu shake their heads approvingly.,Gochoolu and Dochoolu nod their heads approvingly.,Gochoolu and Dochoolu nod their heads approvingly.,0.80400306,0.8662187,0.8662187
709,12,Bai Ganyo The Journalist Bul,51,"— Чакайте аз да ви кажа сега какво съм намислил — извиква авторитетно бай Ганьо и става прав. — Знаете ли с какво? Нито с трактир ще прокопсаме, нито банка ще уредим като хората, а пък твоя руски квас, Дочоолу, хептен проста работа, ами да ви кажа ли аз вам какво?","“Hold on, now, and I’ll tell you what I’ve come up with,” exclaimed Bai Ganyo with authority, standing up. “You know what? We’re not going to make it with atraktir, nor are we going to get anything going with a bank, and as for your Russian kvass, Dochoolu, that’s just plain nonsense. So shall I tell you what I’ve got in mind, huh?”","""Wait until I tell you what I've got in mind,"" Bai Ganyo shouts authoritatively and stands up. ""Do you know what? We're not going to break into a tavern or run a bank like the people, and your Russian kvass, Dochoolu, is a simple thing, so should I tell you what?""","— Wait, let me tell you now what I've got in mind — Bay Ganyo cries out authoritatively and stands up. — Do you know with what? We won't prosper with a tavern, nor will we set up a bank properly, and as for your Russian kvass, Dochoolu, that's a completely trivial matter; so, shall I tell you what?","— Wait, let me tell you now what I’ve got in mind — cries out Bay Ganyo authoritatively and stands up. — Do you know with what? Neither with a tavern will we get anywhere, nor will we set up a proper bank, and your Russian kvass, Dochoolu, is downright a simple matter; so shall I tell you what?",0.8527949,0.7830834,0.76117706
710,12,Bai Ganyo The Journalist Bul,52,"Гочоолу, Дочоолу и Харсъзина са превърнати в слух и нетърпение.","Gochoolu, Dochoolu, and the Thug were all ears and impatience.","Gochoolu, Dochoolu and Harsazina have been transformed into hearing and impatience.","Gochoolu, Dochoolu, and Harsazina have become all ears and impatience.","Gochoolu, Dochoolu, and Harsuzina are turned into rumor and impatience.",0.64253885,0.708264,0.5790609
711,12,Bai Ganyo The Journalist Bul,53,— Да ви кажа ли вам какво? А?,"“So, should I tell you, huh?”","""Shall I tell you what? Huh?""",— Shall I tell you what? Eh?,— Shall I tell you what? Huh?,0.7720156,0.5527115,0.58065975
712,12,Bai Ganyo The Journalist Bul,54,"— Е, кажи де, стига си мълчал — продумва нервозно Данко.","“Well, tell us already. Stop torturing us,” said Danko irritably.","""Well, tell me, you've been quiet for a long time,"" Danko says nervously.","— Well, say it then, stop being silent — Danko says nervously.","— Well, say it then, stop keeping silent — Danko says nervously.",0.61742604,0.6134301,0.6075591
713,12,Bai Ganyo The Journalist Bul,55,— Шш! Бързата кучка слепи ги ражда. Да ви кажа ли? А? Господа! Вестник да  издаваме! — изтърсва бай Ганьо и на лицето му изгрява тържество.,"“Sh sh! Don’t rush me! Haste makes waste. Should I tell you? Well? GENTLEMEN! WE WILL PUBLISH A NEWSPAPER!” announced Bai Ganyo, his face glowing with triumph.","""Shh! The quick bitch gives birth to them blind. Shall I tell you? Huh? Gentlemen! Let's publish a newspaper!"" shouts Bai Ganyo, and a look of celebration appears on his face.","— Shh! Haste makes waste. Shall I tell you? Eh? Gentlemen! Let's publish a newspaper! — Bay Ganyo blurts out, and a look of triumph dawns on his face.","— Shh! The quick bitch gives birth to blind puppies. Shall I tell you? Huh? Gentlemen! Let us publish a newspaper! — blurts out Bay Ganyo, and triumph shines on his face.",0.7179544,0.75525,0.60463935
714,12,Bai Ganyo The Journalist Bul,56,"Ако някое морско чудовище се вмъкнеше в онзи момент в стаята на нашите събеседници, то едва ли би могло да увеличи поражающето впечатление, което произведоха последните думи на бай Ганя. В първата минута като вцепенени, в следующата — Гочоолу, Дочоолу и Данко Харсъзина почнаха да се споглеждат плахо-плахо, като че се питаха: „Да не е изхвръкнала, не дай боже, някоя чивия на бай Ганя?“ Не иде ни да се засмееш, ни да го съжалиш. Ще кипне. Еле Гочоолу най-сетне, страх не страх, решава се отдалече да му загатне:","If at that moment a sea monster had slithered into the room where they were sitting, it could scarcely have produced a greater effect than Bai Ganyo’s last words. At first, they were dumbstruck; then, a moment later, Gochoolu, Dochoolu, and Danko the Thug began exchanging furtive glances, as if to say, has he, God forbid, gone off the deep end? It wouldn’t do to laugh or to pity him. He’d explode. Finally, Gochoolu, hesitant though he was, decided to test the waters in a roundabout way:","If a sea monster had crept into the room of our interlocutors at that moment, it could hardly have increased the striking impression made by the last words of Bai Ganya. In the first minute, as if frozen, in the next, Gochoolu, Dochoolu and Danko Kharsuzina began to look at each other timidly, as if wondering: ""Has Bai Ganya's quill, God forbid, escaped?"" You don't feel like laughing or feeling sorry for him. He's going to boil over. Come on, Gochoolu, finally, not afraid, decides to hint to him from afar:","If some sea monster had slipped into the room of our interlocutors at that moment, it could hardly have increased the staggering impression produced by Bay Ganyo’s last words. Petrified for the first minute, in the next, Gochoolu, Dochoolu, and Danko Harsizina began to glance at each other quite timidly, as if asking themselves: “Hasn't, God forbid, a screw come loose in Bay Ganyo’s head?” One could neither laugh nor pity him. He would boil over. Finally, Gochoolu, fear or no fear, decided to hint at it from a distance:","If some sea monster had slipped into the room of our interlocutors at that moment, it could hardly have intensified the overwhelming impression produced by Bay Ganyo’s last words. For the first minute they stood as if petrified; in the next—Gochoolu, Dochoolu, and Danko Harsuzina began to exchange timid, furtive glances, as though asking themselves: “Could it be, God forbid, that some screw in Bay Ganyo’s head has flown out?” One could neither laugh nor pity him. He would flare up. At last Gochoolu, fear or no fear, decided to hint at it to him from a distance:",0.8777945,0.8159522,0.8037005
715,12,Bai Ganyo The Journalist Bul,57,"— Твоя милост, бай Ганьо, обичаш сегиз-тогиз, хе-хе, да прощаваш, искам да кажа, обичаш... туйнака... зевзеклиците, та думата ми е, хе-хе...","“Bai Ganyo, every now and again, Your Honor likes to, heh-heh-heh, forgive me, what I mean is, you like to, um, you like to have your little joke, that is to say, heh-heh.”","""Your Grace, Bai Ganyo, you like to forgive now and then, hehe, I mean, you like... that kind of... the scolding, so my word is, hehe...""","— Your Honor, Bay Ganyo, you like, every now and then, he-he, if you'll pardon me, I mean to say, you like... well... those jests of yours, so my point is, he-he...","— Your Grace, Bay Ganyo, you sometimes, he-he, pardon me, I mean, you like... that is... practical jokes, so what I’m saying is, he-he...",0.7025393,0.6393573,0.53648615
716,12,Bai Ganyo The Journalist Bul,58,— Какво?,“What!?”,"""What?""",— What?,— What?,0.86856806,0.36914593,0.36914593
717,12,Bai Ganyo The Journalist Bul,59,"— Не бе, бай Ганю, аз само така рекох да... таквозинака... А бе, твоя милост, нещо вестник... сериозно ли?","“Uh, well, no, Bai Ganyo, I just said this to . . . It’s just, Your Honor, some sort of a newspaper? Are you serious?”","""No, Mr. Ganyu, I just said yes... something like that... Oh, your grace, something from a newspaper... seriously?""","— No, Bay Ganyo, I only meant to... you know... Say, your worship, about that newspaper... are you serious?","— No, Bay Ganyo, I only said that just to... sort of... Ah, your grace, something about a newspaper... is it serious?",0.76188004,0.65220565,0.6739546
718,12,Bai Ganyo The Journalist Bul,60,"— Как тъй „сериозно ли“? Ами че как инак? Разбира се, че сериозно! Че голям мурафет ли е един вестник да се издава? Тури си едно перде на очите (па и няма нужда), па псувай наляво и надясно. Ами как!","“What do you mean, ‘are you serious’? What else would I be? Of course I’m serious. Is it a big deal to publish a paper? You just spit on your scruples (if you have any) and then start slandering right and left. That’s all there is to it.”","— How is that so “serious”? Well, how else? Of course, seriously! Is it such a big blunder to publish a newspaper? Put a curtain over your eyes (and there’s no need), and swear left and right. Well, how!","— What do you mean ""seriously""? How else? Of course I’m serious! Is it such a big deal to publish a newspaper? Just cast all shame aside (not that you even need to) and start cursing left and right. That’s how it’s done!","— What do you mean, “seriously”? Why, how else? Of course seriously! Is it such a big trick to publish a newspaper? Put a blindfold over your eyes (though there’s no need), and then curse left and right. Why, of course!",0.60720223,0.5843893,0.53532016
719,12,Bai Ganyo The Journalist Bul,61,"— Е, като бъде тъй, аз съм съгласен — заявява Данко Харсъзина.","“If that’s all there is, then I agree to it,” said Danko the Thug.","""Well, if that's the case, I agree,"" declares Danko Harsazina.","— Well, if that's how it's to be, I agree — states Danko Harsizina.","— Well, if that’s how it is, I agree — says Danko Harsuzina.",0.6519311,0.5909299,0.56793296
720,12,Bai Ganyo The Journalist Bul,62,"— Тъй, ами как! Ще викаме Гуня Адвокатина, той е майстор на уводните статии, па ний — кое дописки, кое антрефилета, кое телеграми. Нали е работа да омаскарим тогоз-оногоз — за туй нещо не се иска кой знае каква философия. Данко, я се запусни, моля ти се, до писалището, та повикай тука Гуня Адвокатина.","“OK, then, it’s settled! We’ll call Gunyo the Lawyer. He’s a master of editorials, and as for us, one of us will do the news reports, another the columns, and someone else the dispatches. The whole point is to smear anyone and everyone, and you don’t need a degree for that sort of thing. Danko, head down to the office and get Gunyo the Lawyer.”","""Well, how about that! We'll call Gunya Advokatina, he's a master of editorials, and he'll write some letters, some editorials, some telegrams. It's our job to cover up this guy and that guy - you don't need any philosophy for that. Danko, please go to the desk and call Gunya Advokatina here.""","— Exactly, what else! We’ll call Gunya the Lawyer; he’s a master of lead articles, and we—some reports, some short items, some telegrams. After all, the point is to smear this one or that one—you don’t need much philosophy for that. Danko, run down to the office, if you please, and call Gunya the Lawyer here.","— Why, of course! We’ll call Gunya the Lawyer; he’s a master of leading articles, and we’ll handle the rest — some news items, some brief notes, some telegrams. After all, if the job is to smear this one or that one, that doesn’t require any great philosophy. Danko, do run down to the office, please, and call Gunya the Lawyer here.",0.74118125,0.8247708,0.8529774
721,12,Bai Ganyo The Journalist Bul,63,"— Тоз хайдучага видите ли го? — каза бай Ганьо, след като излиза Данко Харсъзина. — За псувни като бъде — остави го! Ще те изпсува тъй, че бъбрека ще те смъдне. Мати-маскара направя човека. Ама било право, било криво, и окото му не мига. Страшен вагабонтин!","“See that rascal?” said Bai Ganyo after Danko the Thug had left. “When it comes to slander, he’s your man. He always goes for the jugular. He can tear some poor son of a gun to shreds and not give a hoot whether it’s true or false. He’s a real bum!”","""Do you see this outlaw?"" said Bai Ganyo, after Danko Harsazina had left. ""If he's going to swear, leave him alone! He'll swear at you so much that your kidneys will sting. I'll make the man a mask. But whether he's right or wrong, his eyes don't blink. A terrible vagabond!""","— Do you see that ruffian? — said Bay Ganyo, after Danko Harsazina had left. — When it comes to swearing — he’s in a league of his own! He’ll curse you so bad your very kidneys will ache. He’ll make a complete mockery of a man. And whether it’s right or wrong, he doesn't even blink. A hell of a scoundrel!","— Do you see that brigand? — said Bay Ganyo after Danko Harsuzina had left. — If it comes to cursing, leave him alone! He’ll curse you so badly your kidney will sting. He’ll make a complete fool of a man. But whether right or wrong, his eye doesn’t even blink. A fearsome vagabond!",0.71359503,0.6394502,0.6077068
722,12,Bai Ganyo The Journalist Bul,64,"Гочоолу и Дочоолу не може да се каже, че са били възхитени от тия качества на Данка Харсъзина; не може да се каже също, че в тяхното представление за вестникарството Данко се явяваше подходящ редактор. У тях все се съхраняваха възпоминания от друго време и от турско време, когато печатното слово все пак мътеше водата им, но не изригаше тая лава от адски хули и проклятия. Но бурята на диви страсти, бушующа в течение на цял ред години, но деморализующето влияние на деморализуваната преса, но грубият всепоглъщающ материализъм, но възможността за леко обогатяване при едно приспиване на съвестта по примера на ръководящите елементи — всички тия явления са покрили с такъв дебел слой техните по-чисти чувства, щото е нужно една цяла, не по-малко дълголетна и нова в същността си епоха да разкопава този слой от мерзости, додето изпъкнат като остатъци от минало величие тия заровени чисти чувства.","One couldn’t say that Gochoolu and Dochoolu were enamored of these particular qualities in Danko the Thug, nor could it be said that Danko seemed to them a suitable editor, for all they knew about journalism. They still recalled another era, and even the Ottoman days, when the press could really stir things up, but it had never spewed such an eruption of infernal insults and curses. However, the storm of wild passions that raged during the intervening years, the demoralizing influence of the demoralized press, the raw all-consuming materialism, the possibility of getting rich quick if you were willing to put your conscience to sleep, the example of the ruling elites—all these phenomena had buried their nobler feelings under such a thick layer of muck that only a new era, qualitatively different from the previous one, and as long lasting, could do away with the alluvial layers of vileness and unearth those pure feelings, like relics of past greatness.","Gochoolu and Dochoolu cannot be said to have been delighted by these qualities of Danka Harsazina; nor can it be said that in their idea of ​​journalism Danko was a suitable editor. They still had memories of another time, of the Turkish era, when the printed word still muddied their waters, but did not spew out this lava of hellish blasphemies and curses. But the storm of wild passions raging for a whole series of years, but the demoralizing influence of the demoralized press, but the crude all-consuming materialism, but the possibility of slight enrichment by lulling one's conscience, following the example of the ruling elements - all these phenomena have covered their purer feelings with such a thick layer that it is necessary for an entire, no less long-standing and essentially new era to excavate this layer of abominations, until these buried pure feelings stand out as remnants of past greatness.","It cannot be said that Gochoolu and Dochoolu were delighted by these qualities of Danko the Outlaw; nor could it be said that, in their conception of journalism, Danko appeared to be a suitable editor. They still harbored memories of another time, of the Turkish era, when the printed word might have troubled the waters for them, but did not erupt in such a lava of hellish insults and curses. But the storm of wild passions raging for a succession of years, the demoralizing influence of a demoralized press, the crude, all-consuming materialism, the opportunity for easy enrichment by lulling the conscience to sleep following the example of the ruling classes—all these phenomena had covered their purer feelings with such a thick layer that an entire era, no less long-lived and essentially new, would be required to excavate this stratum of abominations before those buried pure feelings could emerge like the remnants of past greatness.","Gochoolu and Dochoolu could not be said to have been delighted by these qualities of Danka Harsuzina; nor could it be said that, in their conception of journalism, Danko appeared to be a suitable editor. They still retained memories of another time, and of Turkish times, when the printed word did indeed stir their waters, but did not spew forth that lava of infernal abuse and curses. But the storm of wild passions raging over the course of a whole series of years, the demoralizing influence of a demoralized press, the crude, all-devouring materialism, the possibility of easy enrichment through a lulling of conscience in the example of the leading elements—all these phenomena have covered their purer feelings with such a thick layer that it will take an entire epoch, no less long-lived and new in essence, to dig away this layer of abominations until those buried pure feelings emerge like remnants of former greatness.",0.8834522,0.9378125,0.87744004
723,12,Bai Ganyo The Journalist Bul,65,"И сега, когато бай Ганьо им излага плана си за издаването на вестник, за неговото направление и за лицата, които ще вземат участие — Гочоолу и Дочоолу усещат, че нещо ги смъдва в един затънтен край на техните сърца, сещат те, че има нещо опак в тая работа, има нещо таквоз, което не трябва да бъде; но върху тежкия слой, който притиска към дъното тия чисти чувства, бай Ганьо прибавя нов пласт и ги задушава. Той сладкодумно, с увлечение, със страст им излага материалните изгоди, които ще се получат от тяхното предприятие. А по-убедителни аргументи не са нужни за Гочоолу и Дочоолу.","And now, when Bai Ganyo laid out for them his plan for the newspaper—its orientation and those who would take part—Gochoolu and Dochoolu sensed a vague unease stirring in the deep recesses of their hearts. They felt that there was something amiss in this business, that there was something here that should not be. And yet, on top of the heavy sediments that covered their nobler feelings, Bai Ganyo added a new layer, which smothered them completely. He eloquently laid out for them, with passion and convincing enthusiasm, the material advantages that would accrue to them from the enterprise. Gochoolu and Dochoolu needed no further persuasion.","And now, when Bai Ganyo explains to them his plan for publishing a newspaper, its direction, and the people who will take part—Gochoolu and Dochoolu feel that something is stinging them in a hidden corner of their hearts, they sense that there is something wrong with this business, there is something that should not be; but on top of the heavy layer that presses these pure feelings to the bottom, Bai Ganyo adds a new layer and suffocates them. He sweetly, with enthusiasm, with passion explains to them the material benefits that will be obtained from their enterprise. And Gochoolu and Dochoolu do not need more convincing arguments.","And now, as Bai Ganyo lays out his plan for publishing a newspaper, its editorial direction, and the individuals who will participate—Gochoolu and Dochoolu feel a twinge in some remote corner of their hearts; they sense that there is something crooked in this business, something that ought not to be; but upon the heavy layer pressing those pure feelings to the bottom, Bai Ganyo adds a new stratum and smothers them. Eloquently, with enthusiasm and passion, he details the material benefits to be gained from their enterprise. And more convincing arguments are not needed for Gochoolu and Dochoolu.","And now, when Bay Ganyo lays out his plan for publishing a newspaper, its direction, and the people who will take part—Gochoolu and Dochoolu feel something stinging in a remote corner of their hearts; they sense that there is something crooked in this business, something that ought not to be. But over the heavy layer that presses these pure feelings down to the bottom, Bay Ganyo adds a new layer and smothers them. In a sweet-tongued, enthusiastic, passionate way, he sets forth the material advantages that will result from their enterprise. And no more convincing arguments are needed for Gochoolu and Dochoolu.",0.9426403,0.9531958,0.85887873
724,12,Bai Ganyo The Journalist Bul,66,"Вратата се отварят и на прага се показва Гуньо Адвокатина със своята лисича остра муцунка, след него влиза Данко Харсъзина.","The door opened, and there, on the threshold, appeared the sharp foxy muzzle of Gunyo the Lawyer; behind him came Danko the Thug.","The door opens and Gunyo the Lawyer appears on the threshold with his fox-like sharp muzzle, followed by Danko the Harsazina.","The door opens and Gunyo the Lawyer appears on the threshold with his sharp, fox-like snout, followed by Danko the Thug.","The door opens, and on the threshold appears Gunyo the Lawyer, with his sharp fox-like muzzle; behind him enters Danko the Rogue.",0.839606,0.8689685,0.9068239
